District,Season,Soil_Type,Soil_N_kg_ha,Soil_P_kg_ha,Soil_K_kg_ha,Soil_pH,Organic_Carbon_pct,Avg_Temperature_C,Rainfall_mm,Humidity_pct,Primary_Crop
Kadapa,Rabi,Coastal Sands,241.2,131.2,174.8,6.1,0.59,25.9,935.5,58.8,Cashew
Bapatla,Rabi,Laterite,67.8,45.6,52.9,7.8,0.78,21.6,104.9,66.4,Papaya
Bapatla,Rabi,Laterite,182.1,98.7,130.9,8.1,0.61,33.4,517.7,84.2,Chillies
Alluri Sitharama Raju,Kharif,Laterite,250.1,134.6,179.9,7.5,0.51,25.4,108.5,77.2,Coconut
Sri Satya Sai,Rabi,Coastal Sands,158.9,91.1,119.7,7.5,1.16,29.9,386.7,42.3,Sugarcane
Chittoor,Zaid,Laterite,69.6,45.0,54.3,7.5,0.33,21.1,710.9,62.7,Bengal Gram
Kakinada,Rabi,Black,120.6,71.2,90.3,7.5,0.87,31.9,791.9,40.6,Sesame
Tirupati,Zaid,Alluvial,40.0,30.4,32.6,6.7,0.89,31.2,175.7,46.3,Sorghum
Palnadu,Zaid,Alluvial,69.9,45.4,55.1,6.7,0.53,30.0,135.4,82.9,Bengal Gram
Nellore,Kharif,Alluvial,88.5,54.8,70.1,7.8,0.91,32.7,1064.6,81.2,Green Gram
Annamayya,Zaid,Alluvial,211.6,115.3,152.9,6.9,1.15,23.6,430.8,44.4,Mango
Kurnool,Kharif,Coastal Sands,20.5,18.4,20.4,7.6,0.72,32.2,134.9,52.6,Paddy
Anantapur,Kharif,Black,117.4,70.4,90.6,6.6,0.49,22.4,555.8,68.1,Sesame
Eluru,Zaid,Laterite,48.8,34.7,40.8,7.5,0.96,34.8,193.1,57.6,Pearl Millet
Krishna,Kharif,Red,29.9,25.5,26.4,5.8,0.8,29.8,769.3,89.7,Maize
Nandyal,Rabi,Coastal Sands,79.0,49.4,61.0,7.6,1.18,20.0,297.1,51.6,Red Gram
Parvathipuram Manyam,Zaid,Black,248.8,135.7,180.9,7.9,0.75,32.1,686.2,55.9,Coconut
Guntur,Kharif,Coastal Sands,71.6,46.3,55.8,6.7,0.99,29.4,320.5,68.2,Bengal Gram
Krishna,Zaid,Coastal Sands,200.1,109.7,144.8,5.7,0.42,32.5,226.4,51.1,Banana
Prakasam,Kharif,Alluvial,161.0,89.8,118.2,7.5,0.98,29.6,88.4,40.8,Sugarcane
Vizianagaram,Zaid,Laterite,50.7,34.8,40.4,5.7,1.17,28.7,745.1,86.1,Pearl Millet
Vizianagaram,Zaid,Red,258.2,140.3,186.7,5.9,0.66,33.1,893.1,56.8,Vegetables
Kurnool,Zaid,Alluvial,111.5,64.4,85.3,5.6,0.53,29.6,1000.7,63.2,Groundnut
Anakapalli,Kharif,Black,141.7,79.9,104.6,7.8,0.55,21.5,912.3,73.6,Castor
Nellore,Rabi,Laterite,139.8,78.8,103.9,6.6,1.02,28.3,157.2,40.4,Castor
NTR,Rabi,Alluvial,91.1,55.7,68.9,8.5,0.35,23.5,161.4,81.6,Green Gram
East Godavari,Zaid,Coastal Sands,139.5,79.9,103.3,6.6,1.03,20.6,1076.7,76.2,Castor
Kurnool,Rabi,Coastal Sands,239.1,129.3,174.1,7.5,0.52,23.9,343.8,66.6,Cashew
Nellore,Rabi,Red,59.1,39.6,47.4,8.1,1.2,33.5,693.1,65.9,Finger Millet
Bapatla,Rabi,Coastal Sands,211.3,114.9,152.6,5.6,0.67,32.1,1170.6,47.0,Mango
Kurnool,Kharif,Black,129.2,75.8,97.5,6.7,1.19,23.7,290.4,56.9,Sunflower
Anantapur,Rabi,Laterite,200.7,111.3,145.1,7.5,1.08,32.2,1074.9,71.0,Banana
Kakinada,Rabi,Laterite,189.7,105.8,140.2,6.0,0.9,32.8,266.2,63.0,Turmeric
Anakapalli,Zaid,Coastal Sands,150.4,85.1,110.1,7.7,0.38,20.8,399.1,41.0,Cotton
Sri Satya Sai,Rabi,Laterite,100.4,60.3,76.0,7.3,0.48,25.7,54.5,81.5,Black Gram
Konaseema,Zaid,Black,218.7,119.8,162.0,8.5,1.07,23.7,199.2,74.6,Papaya
East Godavari,Rabi,Coastal Sands,119.0,70.0,89.4,5.8,0.38,28.4,301.5,75.4,Sesame
Bapatla,Zaid,Coastal Sands,130.6,74.7,97.7,7.0,1.06,26.0,647.1,82.5,Sunflower
Anakapalli,Zaid,Black,59.9,40.4,49.9,6.8,0.63,21.0,884.5,78.3,Finger Millet
Anantapur,Kharif,Alluvial,90.3,55.7,68.5,7.1,0.36,22.1,764.9,86.2,Green Gram
West Godavari,Rabi,Red,179.8,100.7,132.3,5.6,0.6,30.9,1182.5,42.7,Chillies
NTR,Kharif,Black,160.6,90.5,117.7,5.9,0.8,29.9,113.6,61.0,Sugarcane
Nandyal,Kharif,Alluvial,19.0,20.0,20.5,5.9,0.52,32.2,612.5,44.2,Paddy
East Godavari,Zaid,Black,40.5,31.6,34.5,5.6,1.14,27.8,93.9,61.9,Sorghum
Nandyal,Kharif,Black,109.2,66.3,83.0,6.0,1.01,34.9,60.7,85.6,Groundnut
West Godavari,Zaid,Black,129.2,77.4,96.1,5.8,0.99,34.4,776.4,67.2,Sunflower
Visakhapatnam,Zaid,Red,79.9,47.9,62.6,7.4,0.33,25.4,338.1,77.2,Red Gram
Kakinada,Zaid,Black,221.6,119.7,159.5,5.7,0.73,20.3,592.3,77.7,Papaya
East Godavari,Rabi,Red,49.9,33.5,41.9,7.6,0.67,34.4,631.8,62.0,Pearl Millet
Parvathipuram Manyam,Zaid,Red,129.9,76.4,97.6,7.5,0.33,30.9,601.8,57.1,Sunflower
Palnadu,Kharif,Alluvial,178.4,98.2,132.4,7.3,1.1,25.7,584.7,80.3,Chillies
Nellore,Rabi,Black,110.9,64.2,82.2,8.2,0.31,23.4,900.6,56.6,Groundnut
Parvathipuram Manyam,Rabi,Red,38.8,31.8,34.3,6.7,1.05,25.1,1045.4,59.0,Sorghum
Alluri Sitharama Raju,Rabi,Laterite,68.0,44.9,55.5,5.6,0.79,27.0,88.0,64.7,Bengal Gram
NTR,Kharif,Coastal Sands,119.5,70.0,89.9,8.2,0.73,20.7,1046.2,41.0,Sesame
Kurnool,Rabi,Laterite,98.2,60.3,77.1,7.3,1.12,32.0,334.7,73.2,Black Gram
Parvathipuram Manyam,Zaid,Laterite,240.6,129.5,173.0,7.4,1.19,33.1,166.0,60.8,Cashew
Parvathipuram Manyam,Rabi,Red,37.5,30.5,36.3,7.5,1.01,34.8,744.9,81.4,Sorghum
East Godavari,Kharif,Alluvial,88.4,56.3,69.2,6.6,1.02,31.2,1016.7,87.2,Green Gram
Anakapalli,Kharif,Laterite,69.5,44.9,55.9,8.1,0.99,26.8,496.6,81.8,Sunflower
Guntur,Kharif,Red,29.0,23.2,26.2,6.6,0.95,30.7,844.4,73.0,Maize
Anakapalli,Rabi,Alluvial,19.7,21.6,19.8,6.8,0.32,26.8,319.8,57.9,Paddy
Kadapa,Kharif,Alluvial,79.0,51.0,61.1,7.7,1.14,22.3,665.3,68.5,Red Gram
West Godavari,Rabi,Coastal Sands,50.5,35.4,40.4,7.1,0.58,33.7,301.1,48.5,Pearl Millet
Prakasam,Zaid,Alluvial,210.2,113.2,153.0,8.3,0.91,28.8,461.5,52.0,Mango
East Godavari,Zaid,Red,99.1,59.2,75.8,7.6,0.77,27.0,197.5,55.6,Black Gram
West Godavari,Kharif,Laterite,160.8,89.9,116.3,7.0,0.7,32.3,484.3,79.2,Sugarcane
Parvathipuram Manyam,Zaid,Red,199.9,109.4,146.0,7.4,0.7,21.2,804.3,63.9,Banana
Anakapalli,Zaid,Red,89.5,55.1,67.4,8.1,0.4,30.6,402.5,61.5,Green Gram
NTR,Kharif,Red,129.0,76.0,97.8,7.8,0.68,31.6,544.1,86.0,Sunflower
Chittoor,Zaid,Coastal Sands,159.4,90.9,117.2,8.3,0.7,20.3,132.2,72.2,Sugarcane
Alluri Sitharama Raju,Rabi,Black,238.7,130.3,174.1,6.4,1.08,33.0,860.4,49.8,Cashew
Anantapur,Rabi,Black,231.4,124.8,166.1,6.3,0.72,34.6,308.3,42.8,Oil Palm
East Godavari,Kharif,Black,249.5,136.0,180.9,6.7,0.36,30.5,720.1,63.1,Coconut
Eluru,Kharif,Alluvial,70.8,45.0,55.1,7.7,0.35,28.6,546.5,61.7,Bengal Gram
Chittoor,Rabi,Coastal Sands,169.1,94.5,125.2,7.4,0.89,34.7,663.6,51.8,Tobacco
Sri Satya Sai,Kharif,Black,78.6,49.9,61.5,5.6,1.1,25.5,938.4,72.4,Red Gram
NTR,Kharif,Red,23.1,20.2,18.5,7.3,0.9,28.2,746.5,72.0,Paddy
Parvathipuram Manyam,Zaid,Red,137.7,81.5,103.3,6.5,0.82,28.1,589.4,46.8,Castor
Nellore,Zaid,Coastal Sands,51.6,35.7,39.9,7.0,0.89,24.5,1046.6,52.9,Pearl Millet
Anakapalli,Zaid,Alluvial,209.4,115.2,153.8,6.7,0.83,32.8,381.2,41.5,Mango
Nandyal,Rabi,Laterite,211.7,114.6,152.5,6.0,0.58,20.1,599.5,88.3,Mango
Kurnool,Kharif,Red,109.5,64.3,84.4,5.8,1.18,26.1,1058.0,61.3,Groundnut
Palnadu,Rabi,Coastal Sands,241.3,129.5,174.7,7.0,1.05,31.3,951.3,67.9,Cashew
Eluru,Kharif,Black,151.3,83.8,110.8,5.6,0.39,27.3,380.0,61.2,Cotton
Konaseema,Kharif,Laterite,201.2,109.3,145.3,7.0,0.67,30.2,866.5,86.0,Banana
Eluru,Rabi,Coastal Sands,91.1,55.6,68.4,8.0,0.85,21.8,404.6,84.8,Green Gram
Alluri Sitharama Raju,Rabi,Coastal Sands,99.3,59.6,76.4,6.0,1.16,24.3,187.3,71.2,Black Gram
Krishna,Rabi,Black,130.2,76.3,97.4,6.7,0.84,21.7,443.8,59.2,Sunflower
West Godavari,Zaid,Red,91.0,55.1,67.8,7.6,0.72,23.9,269.4,82.6,Green Gram
Tirupati,Kharif,Red,150.4,84.0,111.6,6.1,0.55,22.6,437.7,48.6,Cotton
Palnadu,Kharif,Laterite,220.8,119.5,160.1,5.7,1.07,29.0,969.8,71.9,Papaya
Bapatla,Zaid,Laterite,70.5,45.1,55.4,7.9,0.95,25.7,220.5,84.9,Bengal Gram
Vizianagaram,Kharif,Alluvial,251.7,135.6,181.0,6.7,0.62,23.9,742.1,42.9,Coconut
Nandyal,Kharif,Alluvial,99.1,59.9,74.0,6.2,0.46,31.9,682.6,81.7,Black Gram
Sri Satya Sai,Kharif,Red,120.2,69.6,88.4,6.6,0.42,31.2,879.5,64.2,Sesame
Tirupati,Rabi,Coastal Sands,230.3,124.3,167.5,6.9,0.33,32.8,814.0,69.6,Oil Palm
Sri Satya Sai,Kharif,Black,41.3,30.5,35.2,7.2,1.02,32.0,346.8,40.1,Sorghum
Sri Satya Sai,Rabi,Coastal Sands,70.7,42.5,56.5,6.8,0.62,27.0,508.7,58.1,Green Gram
Anakapalli,Rabi,Red,81.5,49.9,62.2,6.4,0.76,25.6,994.8,74.6,Red Gram
Srikakulam,Zaid,Black,250.6,133.9,181.0,8.4,0.68,22.5,1193.7,64.9,Coconut
Tirupati,Kharif,Red,239.4,130.3,172.2,8.4,0.78,33.2,355.3,85.6,Cashew
Kakinada,Rabi,Red,189.4,104.3,138.8,5.6,0.76,31.2,566.7,41.0,Turmeric
Sri Satya Sai,Kharif,Black,111.6,66.4,83.3,8.1,0.47,29.1,552.6,89.4,Groundnut
Palnadu,Rabi,Laterite,259.8,139.8,186.6,6.9,0.73,29.2,1173.3,51.0,Vegetables
Guntur,Rabi,Alluvial,49.4,34.8,42.0,6.5,0.59,25.9,225.3,77.9,Pearl Millet
Prakasam,Zaid,Black,191.0,106.3,137.9,7.1,1.18,31.4,678.5,57.1,Turmeric
Srikakulam,Kharif,Red,239.2,129.1,170.9,8.3,0.96,24.2,1033.1,62.5,Cashew
Alluri Sitharama Raju,Zaid,Laterite,59.7,41.0,47.8,5.7,0.95,25.8,852.4,48.6,Finger Millet
Nellore,Rabi,Red,221.0,120.1,160.4,8.3,0.73,24.3,1095.8,63.7,Papaya
Anakapalli,Zaid,Alluvial,110.1,64.3,84.2,6.5,0.65,34.0,144.4,56.7,Groundnut
Parvathipuram Manyam,Rabi,Red,209.8,114.6,152.4,8.1,1.03,28.2,187.9,47.0,Mango
NTR,Zaid,Coastal Sands,20.4,17.9,19.7,5.9,0.87,25.9,74.1,69.7,Paddy
Anantapur,Zaid,Alluvial,209.5,114.5,152.5,7.9,0.41,25.1,645.2,71.9,Mango
Krishna,Rabi,Laterite,38.3,28.4,34.0,8.0,0.97,27.8,585.2,51.5,Sorghum
Eluru,Rabi,Alluvial,110.0,66.0,81.1,6.2,0.56,30.2,591.2,57.5,Groundnut
Annamayya,Zaid,Coastal Sands,239.4,130.4,174.2,6.0,0.52,21.8,403.1,86.8,Cashew
NTR,Zaid,Laterite,60.7,41.0,49.2,6.6,0.56,22.4,150.2,85.2,Finger Millet
Vizianagaram,Kharif,Alluvial,170.8,93.4,125.4,6.6,0.79,22.7,696.2,45.0,Tobacco
Annamayya,Rabi,Laterite,80.0,49.2,61.9,7.7,0.66,31.8,240.2,43.2,Red Gram
Chittoor,Zaid,Black,70.6,48.7,54.4,7.4,0.89,29.4,364.9,62.4,Bengal Gram
East Godavari,Rabi,Laterite,140.1,79.5,105.6,8.0,0.63,21.5,544.2,80.8,Castor
NTR,Zaid,Red,100.0,60.3,77.2,7.6,0.74,34.6,964.8,65.7,Groundnut
Visakhapatnam,Rabi,Laterite,150.3,85.8,110.0,6.2,0.77,21.3,250.3,47.2,Cotton
Chittoor,Rabi,Black,89.7,54.0,69.0,7.2,1.02,21.9,441.4,64.7,Green Gram
Guntur,Rabi,Alluvial,20.9,19.3,20.5,5.9,0.83,21.3,472.1,75.2,Paddy
Kurnool,Kharif,Black,231.2,124.9,166.0,7.3,0.84,33.2,296.0,77.0,Oil Palm
Konaseema,Kharif,Laterite,60.6,40.9,47.2,7.3,1.17,32.7,1058.2,42.2,Finger Millet
Nellore,Rabi,Red,169.8,94.3,124.6,7.9,1.04,27.4,1070.6,49.6,Tobacco
Anantapur,Zaid,Red,100.5,59.5,76.1,7.2,1.02,24.6,1005.2,81.8,Black Gram
Vizianagaram,Rabi,Red,109.4,66.0,81.9,7.9,0.65,29.3,376.8,79.0,Groundnut
Bapatla,Rabi,Laterite,249.5,135.6,181.1,7.7,1.07,27.6,122.1,60.9,Coconut
Krishna,Zaid,Red,150.8,83.7,111.2,8.0,0.63,21.8,795.5,51.1,Cotton
Tirupati,Kharif,Red,198.4,108.2,144.9,7.5,0.81,21.3,51.2,43.7,Banana
Alluri Sitharama Raju,Kharif,Alluvial,50.9,34.0,40.2,6.9,0.82,25.2,1026.7,58.8,Pearl Millet
Palnadu,Rabi,Red,219.4,120.1,160.1,7.1,0.41,33.6,338.2,66.3,Papaya
East Godavari,Kharif,Coastal Sands,240.0,130.2,171.2,6.2,0.67,27.6,429.1,54.7,Cashew
West Godavari,Zaid,Laterite,68.7,45.6,56.3,8.3,0.87,24.2,621.1,75.5,Bengal Gram
Chittoor,Rabi,Coastal Sands,120.3,71.7,89.9,6.3,1.1,32.6,575.6,89.5,Sesame
Nandyal,Zaid,Laterite,150.2,83.0,111.5,5.8,0.99,31.5,1180.9,50.8,Cotton
NTR,Rabi,Coastal Sands,72.1,42.7,56.4,7.2,1.13,31.1,962.9,64.5,Bengal Gram
Guntur,Kharif,Laterite,29.3,26.4,26.9,7.2,0.53,27.1,90.0,44.7,Maize
Alluri Sitharama Raju,Zaid,Black,91.2,55.1,68.6,8.2,0.63,20.9,973.6,88.1,Green Gram
Srikakulam,Zaid,Black,31.3,26.0,28.5,8.5,0.55,31.8,640.5,62.1,Maize
Guntur,Kharif,Red,210.7,115.3,151.4,7.1,0.7,31.6,776.7,75.9,Mango
Tirupati,Zaid,Alluvial,230.0,124.7,166.9,7.5,0.33,25.4,571.2,89.5,Oil Palm
Anakapalli,Kharif,Red,130.4,74.9,96.3,6.2,1.17,23.1,768.1,46.1,Sunflower
Parvathipuram Manyam,Zaid,Black,161.7,89.0,116.2,7.2,1.13,26.3,806.5,57.3,Sugarcane
Eluru,Zaid,Coastal Sands,101.4,58.2,75.2,8.1,0.86,30.2,196.1,55.3,Black Gram
Sri Satya Sai,Kharif,Red,219.2,119.9,159.4,8.2,0.62,31.4,1060.0,77.5,Papaya
Nandyal,Kharif,Coastal Sands,160.3,91.0,116.7,7.0,1.13,28.6,986.8,60.1,Sugarcane
Konaseema,Zaid,Alluvial,230.8,125.8,168.5,8.1,0.57,28.1,408.0,63.0,Oil Palm
Kurnool,Rabi,Laterite,39.2,31.2,33.5,6.8,0.67,30.4,787.7,43.6,Sorghum
Nandyal,Kharif,Black,108.3,64.4,83.3,7.4,1.17,25.5,541.0,62.5,Groundnut
Eluru,Zaid,Alluvial,149.7,86.5,111.0,5.6,1.01,32.5,581.6,69.1,Cotton
Bapatla,Zaid,Laterite,159.1,89.7,119.0,6.2,0.36,22.3,1055.0,74.3,Sugarcane
Sri Satya Sai,Kharif,Laterite,70.5,44.5,56.0,7.2,1.05,32.1,76.7,81.3,Bengal Gram
Anantapur,Rabi,Laterite,140.8,80.3,103.9,7.5,0.93,24.5,179.1,69.7,Castor
Eluru,Kharif,Coastal Sands,60.2,41.1,48.4,8.3,0.59,26.1,1080.4,48.6,Finger Millet
Nandyal,Zaid,Red,230.0,123.7,167.4,6.2,0.58,32.8,692.6,65.1,Oil Palm
NTR,Rabi,Black,129.9,76.6,97.4,5.6,0.99,32.3,1029.0,40.4,Sunflower
Alluri Sitharama Raju,Kharif,Black,237.8,131.3,173.4,5.7,0.66,33.7,429.7,74.7,Oil Palm
Guntur,Zaid,Coastal Sands,49.8,34.6,40.7,6.2,0.65,22.2,1186.2,53.1,Pearl Millet
Tirupati,Kharif,Black,69.5,44.5,54.9,7.7,0.85,23.2,1151.6,67.0,Bengal Gram
Anakapalli,Kharif,Alluvial,130.2,75.3,97.7,5.9,0.99,31.3,184.2,83.7,Sunflower
East Godavari,Zaid,Coastal Sands,49.6,35.1,40.3,8.3,0.82,33.4,238.9,63.6,Pearl Millet
East Godavari,Zaid,Red,219.2,119.9,159.9,7.6,0.52,29.2,1013.8,41.6,Papaya
Tirupati,Zaid,Alluvial,238.3,128.5,173.5,7.8,0.86,31.0,575.8,71.9,Cashew
East Godavari,Rabi,Laterite,62.0,39.6,48.1,6.1,1.02,31.3,660.8,55.3,Paddy
Chittoor,Kharif,Coastal Sands,178.8,99.5,131.2,5.5,0.3,27.0,368.7,46.3,Chillies
Konaseema,Kharif,Coastal Sands,40.6,29.7,34.6,6.4,1.16,31.0,993.4,70.5,Sorghum
Guntur,Zaid,Laterite,100.9,60.7,77.4,6.6,0.5,31.2,985.8,90.0,Black Gram
Annamayya,Rabi,Red,129.5,74.1,96.8,6.8,1.13,32.4,261.5,67.4,Sunflower
East Godavari,Kharif,Coastal Sands,128.3,74.9,98.1,7.4,0.72,21.0,1189.7,82.2,Sunflower
Anakapalli,Kharif,Red,101.1,59.4,76.1,5.8,0.56,23.5,905.8,70.0,Black Gram
Guntur,Kharif,Laterite,40.5,31.8,33.8,6.9,1.03,25.7,391.7,62.9,Sorghum
Konaseema,Rabi,Laterite,39.8,30.4,33.8,8.3,1.1,31.0,854.8,56.2,Sorghum
Kadapa,Zaid,Black,239.5,130.1,173.1,6.5,0.99,20.7,1050.0,80.5,Cashew
Chittoor,Kharif,Alluvial,89.9,55.6,68.9,5.9,0.92,33.2,535.4,57.9,Green Gram
Nandyal,Kharif,Laterite,111.1,63.9,83.1,6.5,0.78,20.7,378.3,72.7,Groundnut
Bapatla,Zaid,Red,190.6,106.4,138.8,7.7,0.95,27.3,877.3,88.2,Green Gram
West Godavari,Kharif,Black,29.0,25.8,26.2,8.4,0.35,29.3,449.8,46.9,Maize
West Godavari,Kharif,Alluvial,220.5,120.6,157.8,7.2,0.52,27.4,834.4,88.2,Papaya
Parvathipuram Manyam,Zaid,Coastal Sands,59.1,39.8,49.7,8.2,0.62,20.6,777.7,89.0,Finger Millet
Nandyal,Kharif,Laterite,68.6,46.8,54.0,5.7,0.57,24.9,398.2,75.4,Bengal Gram
Anantapur,Rabi,Laterite,121.2,70.9,89.6,7.7,0.39,24.2,68.8,78.8,Sesame
NTR,Kharif,Coastal Sands,150.0,85.0,110.3,5.6,0.56,33.2,1181.5,76.2,Cotton
Visakhapatnam,Kharif,Coastal Sands,230.1,125.0,166.4,7.0,0.38,32.3,1157.4,54.1,Oil Palm
Chittoor,Rabi,Red,129.7,75.2,95.2,7.2,0.54,31.1,233.1,44.3,Sunflower
East Godavari,Kharif,Red,90.1,55.4,66.3,7.6,1.13,34.3,556.0,77.8,Green Gram
Vizianagaram,Zaid,Laterite,222.4,121.2,159.3,6.2,0.6,23.2,1128.7,77.3,Papaya
Alluri Sitharama Raju,Rabi,Coastal Sands,131.0,76.3,97.8,7.3,0.55,23.7,782.1,47.0,Sunflower
Alluri Sitharama Raju,Zaid,Laterite,50.1,36.2,38.7,6.8,1.01,24.1,1011.8,53.8,Pearl Millet
West Godavari,Zaid,Red,129.5,76.4,96.0,6.9,1.11,23.1,466.8,63.3,Sunflower
Annamayya,Zaid,Black,231.1,125.2,169.4,7.8,0.71,24.4,518.5,58.0,Oil Palm
Guntur,Kharif,Red,179.7,101.5,131.5,6.7,0.48,31.5,455.6,49.1,Chillies
Kakinada,Rabi,Coastal Sands,201.2,108.9,145.5,6.8,0.61,33.0,1111.6,83.2,Banana
Konaseema,Zaid,Laterite,179.8,99.2,134.3,7.8,0.44,34.2,693.8,63.1,Chillies
Konaseema,Kharif,Laterite,120.1,69.5,89.9,5.9,0.44,27.8,508.6,58.1,Sesame
Alluri Sitharama Raju,Rabi,Red,140.2,79.9,101.5,6.0,1.15,22.1,1129.2,41.5,Castor
Anantapur,Rabi,Red,181.5,99.8,131.7,5.7,0.64,28.8,642.9,56.9,Chillies
Tirupati,Kharif,Red,30.2,25.6,27.2,7.8,1.07,26.4,446.7,88.7,Maize
West Godavari,Kharif,Black,61.1,38.7,47.5,5.7,0.74,22.0,938.3,75.4,Finger Millet
Visakhapatnam,Kharif,Laterite,158.2,86.5,119.5,8.2,0.91,26.6,624.3,46.2,Sugarcane
Bapatla,Kharif,Laterite,61.3,38.4,47.8,6.7,1.08,25.0,1167.1,79.5,Finger Millet
Kurnool,Kharif,Alluvial,169.3,96.1,123.9,6.6,0.86,21.1,332.0,63.9,Tobacco
Sri Satya Sai,Rabi,Laterite,102.7,58.5,76.0,7.2,1.05,28.2,742.5,46.3,Black Gram
Nellore,Zaid,Coastal Sands,159.8,90.0,119.2,6.5,1.02,34.0,631.7,75.3,Sugarcane
Srikakulam,Zaid,Laterite,91.1,53.9,70.0,8.3,0.98,27.2,669.2,74.0,Green Gram
Vizianagaram,Zaid,Red,89.9,54.6,68.3,6.4,0.42,26.2,1162.4,75.2,Green Gram
Konaseema,Kharif,Laterite,70.5,45.2,55.1,7.4,0.73,25.0,510.1,50.8,Bengal Gram
Krishna,Rabi,Red,29.4,23.9,26.1,7.0,0.91,23.2,1079.5,82.9,Maize
Alluri Sitharama Raju,Rabi,Laterite,19.0,20.6,20.2,7.3,1.08,27.5,755.8,42.2,Paddy
Kurnool,Zaid,Laterite,192.3,103.2,137.3,7.8,0.51,31.6,171.2,61.3,Turmeric
East Godavari,Zaid,Laterite,69.0,45.6,55.7,7.0,0.85,30.1,947.9,74.9,Bengal Gram
Chittoor,Zaid,Black,260.7,141.1,190.2,6.8,0.92,24.3,838.0,65.5,Vegetables
Kakinada,Zaid,Coastal Sands,208.5,115.6,152.8,6.3,0.4,25.6,645.3,82.1,Mango
Konaseema,Zaid,Alluvial,160.4,90.8,117.2,8.3,1.0,29.0,212.5,48.9,Sugarcane
Tirupati,Rabi,Red,230.9,125.8,165.4,6.0,0.83,28.3,54.0,46.3,Oil Palm
Konaseema,Zaid,Laterite,130.5,75.4,95.5,7.6,0.82,30.4,770.0,52.2,Sunflower
Visakhapatnam,Kharif,Laterite,120.0,71.1,89.5,6.2,0.48,25.9,654.6,60.8,Sesame
Sri Satya Sai,Zaid,Black,192.0,106.1,140.3,8.3,0.84,24.3,614.6,70.9,Turmeric
East Godavari,Kharif,Coastal Sands,28.6,25.7,27.6,7.6,0.72,28.1,227.7,61.2,Maize
Nellore,Rabi,Coastal Sands,49.5,35.3,41.9,7.4,1.18,31.4,99.1,60.6,Pearl Millet
Eluru,Kharif,Alluvial,151.5,84.2,113.7,5.9,0.96,31.8,310.4,56.2,Cotton
Kadapa,Kharif,Alluvial,101.5,60.0,75.2,7.0,1.17,25.9,1167.7,76.0,Black Gram
East Godavari,Zaid,Laterite,240.4,128.9,173.2,7.4,0.46,20.5,962.4,56.2,Cashew
Alluri Sitharama Raju,Kharif,Alluvial,210.8,113.1,153.2,6.0,0.83,23.0,1130.0,40.4,Mango
West Godavari,Rabi,Red,230.7,124.8,167.7,7.7,1.17,33.7,457.5,55.1,Oil Palm
East Godavari,Rabi,Black,40.3,31.4,34.6,7.7,0.95,30.4,1138.7,77.0,Sorghum
Krishna,Kharif,Red,138.5,81.1,104.1,7.7,1.16,28.2,1197.9,70.1,Castor
Kakinada,Zaid,Coastal Sands,139.7,79.5,104.2,6.5,0.41,30.1,134.9,75.7,Castor
Anakapalli,Rabi,Alluvial,110.3,66.4,82.7,6.7,0.59,20.2,914.0,52.5,Groundnut
Sri Satya Sai,Zaid,Alluvial,80.6,49.6,61.7,6.5,1.1,30.7,954.6,45.1,Red Gram
Bapatla,Kharif,Coastal Sands,50.5,35.2,42.2,6.6,0.83,25.1,1030.8,42.2,Pearl Millet
Nandyal,Kharif,Laterite,229.8,125.1,165.7,6.9,1.13,29.4,485.9,75.1,Oil Palm
NTR,Rabi,Coastal Sands,109.4,63.3,82.8,6.9,0.65,32.7,91.0,51.5,Groundnut
Kadapa,Kharif,Alluvial,259.6,138.9,189.4,7.2,0.37,20.3,270.9,60.3,Vegetables
West Godavari,Zaid,Laterite,220.8,119.8,159.2,5.8,0.57,24.5,1088.1,41.2,Papaya
Bapatla,Zaid,Black,189.1,104.3,139.1,6.1,1.16,29.1,70.1,51.5,Turmeric
Eluru,Rabi,Coastal Sands,179.9,100.1,132.3,7.6,0.93,24.1,1086.6,78.8,Chillies
Kurnool,Kharif,Laterite,169.5,94.8,124.7,7.9,1.12,32.9,384.2,74.2,Tobacco
Krishna,Rabi,Alluvial,151.1,85.9,111.1,7.8,0.5,25.5,816.1,53.7,Cotton
Anakapalli,Kharif,Coastal Sands,121.4,70.5,92.5,7.0,1.09,33.4,391.8,53.6,Sesame
Vizianagaram,Kharif,Alluvial,20.1,18.0,20.8,8.4,0.31,32.9,648.8,62.1,Paddy
Anantapur,Rabi,Red,99.3,61.3,75.6,7.7,0.87,23.8,925.8,58.9,Black Gram
Kadapa,Rabi,Black,40.1,30.7,35.0,6.7,0.84,24.1,880.6,52.9,Sorghum
Anakapalli,Zaid,Black,61.3,40.1,49.7,7.9,1.06,20.8,581.7,84.8,Finger Millet
Anakapalli,Zaid,Red,118.4,71.5,91.2,7.7,0.73,29.4,513.5,83.4,Sesame
Kadapa,Zaid,Laterite,69.3,43.5,55.0,7.9,0.49,29.4,1117.6,64.3,Bengal Gram
East Godavari,Rabi,Laterite,61.1,39.4,47.4,7.6,0.31,28.7,373.2,88.6,Finger Millet
Nandyal,Kharif,Black,249.0,135.6,182.8,8.1,0.52,32.2,687.0,41.6,Coconut
Anakapalli,Kharif,Alluvial,70.9,45.0,55.8,6.4,0.9,20.5,1170.1,83.1,Bengal Gram
